Date,Price,Open,High,Low,Vol.,Change %
4/24/2018,2635.25,"2,672.00","2,688.50","2,616.00",2.33M,-1.35%
4/25/2018,2644.50,"2,635.25","2,648.25","2,611.25",1.90M,0.35%
4/26/2018,2674.50,"2,648.25","2,677.50","2,639.50",1.28M,1.13%
4/27/2018,2671.50,"2,675.50","2,676.25","2,657.75",1.14M,-0.11%
4/30/2018,2647.00,"2,670.50","2,682.25","2,645.00",1.34M,-0.92%
5/1/2018,2652.25,"2,646.25","2,658.00","2,623.25",1.32M,0.20%
5/2/2018,2627.50,"2,655.50","2,658.50","2,624.25",1.43M,-0.93%
5/3/2018,2631.75,"2,626.75","2,636.25","2,591.25",2.15M,0.16%
5/4/2018,2663.00,"2,631.75","2,669.50","2,612.25",1.70M,1.19%
5/7/2018,2670.00,"2,662.75","2,681.50","2,661.25",1.15M,0.26%
5/8/2018,2670.25,"2,668.00","2,674.25","2,652.25",1.28M,0.01%
5/9/2018,2696.00,"2,669.75","2,700.00","2,666.50",1.25M,0.96%
5/10/2018,2718.75,"2,696.00","2,725.00","2,692.75",1.17M,0.84%
5/11/2018,2729.50,"2,716.25","2,732.50","2,716.25",1.07M,0.40%
5/14/2018,2731.00,"2,727.25","2,741.25","2,724.25",945.96K,0.05%
5/15/2018,2709.00,"2,728.50","2,731.25","2,700.50",1.52M,-0.81%
5/16/2018,2723.00,"2,711.25","2,728.00","2,704.50",1.06M,0.52%
5/17/2018,2718.75,"2,721.75","2,732.00","2,711.00",1.07M,-0.16%
5/18/2018,2713.00,"2,718.75","2,727.00","2,708.75",1.01M,-0.21%
5/21/2018,2733.00,"2,728.75","2,739.25","2,724.25",951.91K,0.74%
5/22/2018,2726.00,"2,731.25","2,741.75","2,721.50",891.51K,-0.26%
5/23/2018,2730.75,"2,724.50","2,733.00","2,704.50",1.30M,0.17%
5/24/2018,2727.50,"2,729.75","2,733.25","2,705.75",1.28M,-0.12%
5/25/2018,2718.25,"2,726.75","2,737.75","2,713.75",993.78K,-0.34%
5/27/2018,2729.50,"2,731.00","2,731.00","2,726.00",-,0.41%
5/28/2018,2722.00,"2,729.50","2,731.75","2,718.25",-,-0.27%
5/29/2018,2692.25,"2,729.00","2,731.75","2,675.00",1.99M,-1.09%
5/30/2018,2724.50,"2,693.25","2,729.25","2,685.75",1.42M,1.20%
5/31/2018,2705.50,"2,720.25","2,728.25","2,699.75",1.67M,-0.70%
6/1/2018,2733.75,"2,707.50","2,737.00","2,706.00",1.24M,1.04%
6/4/2018,2745.50,"2,731.00","2,749.25","2,729.00",857.85K,0.43%
6/5/2018,2751.50,"2,746.00","2,753.25","2,739.00",1.03M,0.22%
6/6/2018,2772.25,"2,751.00","2,774.75","2,748.00",1.33M,0.75%
6/7/2018,2772.25,"2,773.25","2,779.75","2,760.00",1.77M,0.00%
6/8/2018,2778.75,"2,771.00","2,779.75","2,752.00",1.37M,0.23%
6/11/2018,2783.00,"2,771.00","2,790.50","2,770.50",1.22M,0.15%
6/12/2018,2784.00,"2,781.25","2,789.75","2,778.50",988.75K,0.04%
6/13/2018,2774.25,"2,788.00","2,791.75","2,773.75",614.17K,-0.35%
6/14/2018,2783.25,"2,773.25","2,789.25","2,767.50",398.11K,0.32%
6/15/2018,2776.85,"2,782.50","2,784.00","2,766.25",45.30K,-0.23%
6/18/2018,2779.75,"2,780.00","2,786.75","2,761.25",993.12K,0.10%
6/19/2018,2766.25,"2,778.25","2,780.25","2,735.75",1.66M,-0.49%
6/20/2018,2772.00,"2,765.25","2,778.25","2,757.25",1.08M,0.21%
6/21/2018,2752.50,"2,771.75","2,785.25","2,747.00",1.49M,-0.70%
6/22/2018,2759.50,"2,750.50","2,768.50","2,749.25",1.11M,0.25%
6/25/2018,2722.25,"2,757.00","2,758.00","2,700.50",2.21M,-1.35%
6/26/2018,2728.50,"2,721.75","2,735.25","2,714.75",1.40M,0.23%
6/27/2018,2705.00,"2,726.50","2,748.00","2,701.00",2.12M,-0.86%
6/28/2018,2719.50,"2,705.00","2,726.25","2,693.25",1.68M,0.54%
6/29/2018,2721.50,"2,720.00","2,745.50","2,716.75",1.64M,0.07%
7/2/2018,2727.25,"2,721.00","2,728.50","2,698.50",1.21M,0.21%
7/3/2018,2713.25,"2,727.25","2,741.50","2,712.00",860.53K,-0.51%
7/4/2018,2719.75,"2,713.00","2,724.00","2,712.25",-,0.24%
7/5/2018,2738.50,"2,713.00","2,739.75","2,710.75",1.17M,0.69%
7/6/2018,2763.00,"2,737.00","2,766.25","2,731.25",1.29M,0.89%
7/9/2018,2787.50,"2,762.00","2,788.00","2,761.75",970.34K,0.89%
7/10/2018,2796.75,"2,787.50","2,797.75","2,780.50",925.71K,0.33%
7/11/2018,2774.00,"2,780.75","2,787.75","2,765.75",1.37M,-0.81%
7/12/2018,2798.50,"2,776.75","2,801.00","2,773.75",1.12M,0.88%
7/13/2018,2803.25,"2,798.50","2,807.25","2,793.25",952.31K,0.17%
7/16/2018,2796.50,"2,804.75","2,809.00","2,795.00",801.61K,-0.24%
7/17/2018,2811.25,"2,795.75","2,815.75","2,789.75",1.06M,0.53%
7/18/2018,2816.00,"2,813.00","2,818.25","2,806.75",860.52K,0.17%
7/19/2018,2805.25,"2,814.50","2,818.00","2,800.25",1.08M,-0.38%
7/20/2018,2800.75,"2,805.50","2,810.50","2,793.00",1.01M,-0.16%
7/23/2018,2812.00,"2,805.25","2,812.50","2,792.50",812.48K,0.40%
7/24/2018,2821.00,"2,810.50","2,831.25","2,810.25",1.35M,0.32%
7/25/2018,2841.25,"2,819.25","2,849.50","2,814.00",1.30M,0.72%
7/26/2018,2842.50,"2,835.25","2,846.50","2,833.25",1.04M,0.04%
7/27/2018,2817.50,"2,840.25","2,847.00","2,808.75",1.49M,-0.88%
7/30/2018,2803.25,"2,816.00","2,821.75","2,798.25",1.17M,-0.51%
7/31/2018,2817.00,"2,805.50","2,827.75","2,802.75",1.37M,0.49%
8/1/2018,2810.75,"2,824.25","2,825.75","2,805.50",1.10M,-0.22%
8/2/2018,2828.50,"2,814.00","2,831.25","2,791.00",1.24M,0.63%
8/3/2018,2839.50,"2,830.75","2,841.50","2,824.75",922.24K,0.39%
8/6/2018,2850.00,"2,841.50","2,853.50","2,835.00",797.32K,0.37%
8/7/2018,2859.75,"2,849.25","2,863.75","2,848.25",780.22K,0.34%
8/8/2018,2855.25,"2,860.50","2,862.50","2,852.50",745.41K,-0.16%
8/9/2018,2853.75,"2,853.50","2,862.75","2,850.50",696.70K,-0.05%
8/10/2018,2836.75,"2,852.50","2,852.75","2,826.00",1.42M,-0.60%
8/13/2018,2825.50,"2,835.75","2,843.75","2,820.00",1.28M,-0.40%
8/14/2018,2841.00,"2,826.75","2,843.50","2,825.75",1.02M,0.55%
8/15/2018,2821.25,"2,841.75","2,843.00","2,803.00",1.87M,-0.70%
8/16/2018,2844.75,"2,822.25","2,851.75","2,817.50",1.27M,0.83%
8/17/2018,2852.25,"2,843.50","2,857.00","2,835.00",1.20M,0.26%
8/20/2018,2858.50,"2,851.75","2,860.75","2,850.25",817.38K,0.22%
8/21/2018,2861.75,"2,856.75","2,874.00","2,852.00",1.06M,0.11%
8/22/2018,2861.25,"2,853.00","2,868.25","2,846.25",996.43K,-0.02%
8/23/2018,2858.00,"2,861.75","2,869.75","2,854.75",1.05M,-0.11%
8/24/2018,2876.75,"2,858.25","2,877.50","2,856.25",1.06M,0.66%
8/27/2018,2898.50,"2,877.75","2,899.50","2,876.75",961.50K,0.76%
8/28/2018,2899.25,"2,899.00","2,906.25","2,894.25",902.71K,0.03%
8/29/2018,2914.75,"2,900.50","2,917.50","2,897.50",1.11M,0.53%
8/30/2018,2902.00,"2,915.75","2,916.25","2,895.50",1.33M,-0.44%
8/31/2018,2902.00,"2,898.00","2,907.50","2,891.75",1.32M,0.00%
9/2/2018,2906.50,"2,906.75","2,907.00","2,904.75",-,0.16%
9/3/2018,2906.25,"2,906.50","2,912.50","2,902.50",-,-0.01%
9/4/2018,2898.25,"2,906.50","2,912.50","2,885.50",1.61M,-0.28%
9/5/2018,2888.25,"2,898.75","2,900.50","2,877.50",1.60M,-0.35%
9/6/2018,2879.00,"2,888.50","2,893.00","2,868.00",1.63M,-0.32%
9/7/2018,2874.75,"2,877.75","2,885.00","2,865.00",1.69M,-0.15%
9/10/2018,2880.25,"2,873.75","2,888.25","2,873.25",1.25M,0.19%
9/11/2018,2889.75,"2,879.75","2,893.00","2,867.25",1.27M,0.33%
9/12/2018,2888.50,"2,890.00","2,895.25","2,879.50",1.58M,-0.04%
9/13/2018,2905.25,"2,887.00","2,907.00","2,884.75",1.64M,0.58%
9/14/2018,2906.25,"2,904.75","2,912.25","2,896.75",1.20M,0.03%
9/17/2018,2891.00,"2,903.50","2,906.25","2,887.25",1.16M,-0.52%
9/18/2018,2906.50,"2,890.50","2,912.50","2,878.50",986.83K,0.54%
9/19/2018,2910.00,"2,907.75","2,913.75","2,900.75",563.50K,0.12%
9/20/2018,2934.00,"2,911.25","2,935.75","2,908.25",360.70K,0.82%
9/21/2018,2940.45,"2,934.75","2,944.00","2,932.25",38.48K,0.22%
9/24/2018,2925.50,"2,929.50","2,930.25","2,917.75",1.16M,-0.51%
9/25/2018,2921.25,"2,926.50","2,934.25","2,918.25",1.03M,-0.15%
9/26/2018,2911.50,"2,922.50","2,936.00","2,907.50",1.31M,-0.33%
9/27/2018,2920.00,"2,911.50","2,932.00","2,907.50",1.21M,0.29%
9/28/2018,2919.00,"2,922.25","2,925.50","2,908.00",1.43M,-0.03%
10/1/2018,2930.00,"2,922.50","2,942.00","2,922.50",1.24M,0.38%
10/2/2018,2928.50,"2,929.25","2,936.00","2,917.50",1.13M,-0.05%
10/3/2018,2931.50,"2,929.00","2,944.75","2,924.75",1.24M,0.10%
10/4/2018,2907.75,"2,926.00","2,926.25","2,887.75",2.17M,-0.81%
10/5/2018,2894.00,"2,910.00","2,915.50","2,873.25",2.29M,-0.47%
10/8/2018,2893.75,"2,897.50","2,898.25","2,866.00",1.76M,-0.01%
10/9/2018,2888.25,"2,892.25","2,900.00","2,874.50",1.77M,-0.19%
10/10/2018,2781.00,"2,886.75","2,891.25","2,771.50",3.46M,-3.71%
10/11/2018,2745.50,"2,776.50","2,798.75","2,712.25",4.01M,-1.28%
10/12/2018,2768.50,"2,748.50","2,785.00","2,732.25",2.85M,0.84%
10/15/2018,2749.00,"2,770.00","2,778.75","2,745.25",1.76M,-0.70%
10/16/2018,2817.75,"2,747.50","2,819.00","2,745.50",1.78M,2.50%
10/17/2018,2816.25,"2,816.25","2,824.25","2,783.25",1.95M,-0.05%
10/18/2018,2772.25,"2,813.25","2,814.75","2,756.50",2.22M,-1.56%
10/19/2018,2767.50,"2,774.75","2,800.50","2,762.25",2.02M,-0.17%
10/22/2018,2756.50,"2,758.00","2,782.00","2,749.75",1.67M,-0.40%
10/23/2018,2746.25,"2,755.75","2,757.50","2,692.25",2.85M,-0.37%
10/24/2018,2664.25,"2,745.25","2,750.00","2,652.25",2.86M,-2.99%
10/25/2018,2688.25,"2,673.75","2,723.75","2,658.75",2.54M,0.90%
10/26/2018,2669.50,"2,678.00","2,692.75","2,627.25",3.51M,-0.70%
10/29/2018,2643.50,"2,667.00","2,707.00","2,603.00",2.79M,-0.97%
10/30/2018,2685.25,"2,639.00","2,690.25","2,633.25",2.50M,1.58%
10/31/2018,2711.00,"2,690.75","2,737.25","2,682.00",2.47M,0.96%
11/1/2018,2738.00,"2,706.00","2,741.25","2,705.50",1.82M,1.00%
11/2/2018,2724.25,"2,724.00","2,766.25","2,699.50",2.37M,-0.50%
11/5/2018,2739.50,"2,722.50","2,743.75","2,712.75",1.31M,0.56%
11/6/2018,2759.00,"2,739.00","2,761.00","2,729.75",1.27M,0.71%
11/7/2018,2816.50,"2,756.75","2,817.75","2,744.75",1.89M,2.08%
11/8/2018,2808.75,"2,815.75","2,818.00","2,795.00",1.32M,-0.28%
11/9/2018,2779.00,"2,804.00","2,811.25","2,764.50",1.72M,-1.06%
11/12/2018,2727.75,"2,778.75","2,795.25","2,722.25",1.92M,-1.84%
11/13/2018,2727.50,"2,732.00","2,755.75","2,714.50",2.10M,-0.01%
11/14/2018,2698.50,"2,731.25","2,748.25","2,686.25",2.30M,-1.06%
11/15/2018,2734.50,"2,702.00","2,736.75","2,671.25",2.38M,1.33%
11/16/2018,2743.00,"2,731.75","2,748.75","2,708.75",1.88M,0.31%
11/19/2018,2696.25,"2,733.00","2,748.00","2,681.50",1.99M,-1.70%
11/20/2018,2640.00,"2,696.25","2,696.75","2,631.75",2.53M,-2.09%
11/21/2018,2649.00,"2,639.75","2,671.25","2,632.25",1.45M,0.34%
11/22/2018,2641.50,"2,650.50","2,656.25","2,629.00",-,-0.28%
11/23/2018,2629.50,"2,650.00","2,656.25","2,626.00",872.86K,-0.45%
11/26/2018,2670.00,"2,633.50","2,676.25","2,631.50",1.37M,1.54%
11/27/2018,2683.50,"2,661.00","2,686.75","2,655.25",1.47M,0.51%
11/28/2018,2687.50,"2,685.25","2,697.75","2,681.00",-,0.15%
